country,sex,age,country-year,year,population, gdp_for_year ($) ,gdp_per_capita ($),suicides_no,suicides/100k pop
Croatia,male,35-54 years,Croatia2000,2000,572300,21774273832,5288,249,43.51
Croatia,female,75+ years,Croatia2000,2000,144600,21774273832,5288,50,34.58
Croatia,male,25-34 years,Croatia2000,2000,332900,21774273832,5288,77,23.13
Croatia,female,55-74 years,Croatia2000,2000,506700,21774273832,5288,99,19.54
Croatia,male,15-24 years,Croatia2000,2000,302700,21774273832,5288,57,18.83
Croatia,female,35-54 years,Croatia2000,2000,579800,21774273832,5288,64,11.04
Croatia,female,25-34 years,Croatia2000,2000,329100,21774273832,5288,12,3.65
Croatia,female,15-24 years,Croatia2000,2000,291900,21774273832,5288,9,3.08
Croatia,male,5-14 years,Croatia2000,2000,309500,21774273832,5288,3,0.97
Croatia,female,5-14 years,Croatia2000,2000,295200,21774273832,5288,0,0
Croatia,male,75+ years,Croatia2001,2001,72765,23289671102,5571,67,92.08
Croatia,male,55-74 years,Croatia2001,2001,421683,23289671102,5571,228,54.07
Croatia,male,35-54 years,Croatia2001,2001,641519,23289671102,5571,231,36.01
Croatia,female,75+ years,Croatia2001,2001,163943,23289671102,5571,41,25.01
Croatia,male,25-34 years,Croatia2001,2001,296586,23289671102,5571,72,24.28
Croatia,female,55-74 years,Croatia2001,2001,526940,23289671102,5571,101,19.17
Croatia,male,15-24 years,Croatia2001,2001,308415,23289671102,5571,55,17.83
Croatia,female,35-54 years,Croatia2001,2001,642506,23289671102,5571,56,8.72
Croatia,female,25-34 years,Croatia2001,2001,293342,23289671102,5571,17,5.8
Croatia,female,15-24 years,Croatia2001,2001,295822,23289671102,5571,9,3.04
Croatia,male,5-14 years,Croatia2001,2001,264449,23289671102,5571,3,1.13
Croatia,female,5-14 years,Croatia2001,2001,252663,23289671102,5571,1,0.4
Croatia,male,75+ years,Croatia2002,2002,77800,26878499206,6373,84,107.97
Croatia,male,55-74 years,Croatia2002,2002,427000,26878499206,6373,226,52.93
Croatia,female,75+ years,Croatia2002,2002,172600,26878499206,6373,54,31.29
Croatia,male,35-54 years,Croatia2002,2002,647500,26878499206,6373,199,30.73
Croatia,male,25-34 years,Croatia2002,2002,297500,26878499206,6373,82,27.56
Croatia,male,15-24 years,Croatia2002,2002,308300,26878499206,6373,53,17.19
Croatia,female,55-74 years,Croatia2002,2002,530100,26878499206,6373,88,16.6
Croatia,female,35-54 years,Croatia2002,2002,649700,26878499206,6373,54,8.31
Croatia,female,25-34 years,Croatia2002,2002,293800,26878499206,6373,21,7.15
Croatia,female,15-24 years,Croatia2002,2002,295800,26878499206,6373,13,4.39
Croatia,female,5-14 years,Croatia2002,2002,252500,26878499206,6373,0,0
Croatia,male,5-14 years,Croatia2002,2002,264700,26878499206,6373,0,0
Croatia,male,75+ years,Croatia2003,2003,82000,34658113497,8202,80,97.56
Croatia,male,55-74 years,Croatia2003,2003,429500,34658113497,8202,239,55.65
Croatia,male,35-54 years,Croatia2003,2003,647900,34658113497,8202,227,35.04
Croatia,male,25-34 years,Croatia2003,2003,299000,34658113497,8202,66,22.07
Croatia,female,75+ years,Croatia2003,2003,178300,34658113497,8202,37,20.75
Croatia,male,15-24 years,Croatia2003,2003,306000,34658113497,8202,57,18.63
Croatia,female,55-74 years,Croatia2003,2003,530900,34658113497,8202,89,16.76
Croatia,female,35-54 years,Croatia2003,2003,651200,34658113497,8202,47,7.22
Croatia,female,25-34 years,Croatia2003,2003,294100,34658113497,8202,10,3.4
Croatia,female,15-24 years,Croatia2003,2003,293600,34658113497,8202,9,3.07
Croatia,male,5-14 years,Croatia2003,2003,262500,34658113497,8202,3,1.14
Croatia,female,5-14 years,Croatia2003,2003,250600,34658113497,8202,1,0.4
Croatia,male,75+ years,Croatia2004,2004,88600,41574530816,9829,111,125.28
Croatia,male,55-74 years,Croatia2004,2004,432700,41574530816,9829,227,52.46
Croatia,male,35-54 years,Croatia2004,2004,644300,41574530816,9829,214,33.21
Croatia,female,75+ years,Croatia2004,2004,185600,41574530816,9829,43,23.17
Croatia,male,25-34 years,Croatia2004,2004,302300,41574530816,9829,59,19.52
Croatia,female,55-74 years,Croatia2004,2004,531800,41574530816,9829,87,16.36
Croatia,male,15-24 years,Croatia2004,2004,302100,41574530816,9829,31,10.26
Croatia,female,35-54 years,Croatia2004,2004,648500,41574530816,9829,64,9.87
Croatia,female,25-34 years,Croatia2004,2004,296600,41574530816,9829,17,5.73
Croatia,female,15-24 years,Croatia2004,2004,290300,41574530816,9829,14,4.82
Croatia,male,5-14 years,Croatia2004,2004,259200,41574530816,9829,3,1.16
Croatia,female,5-14 years,Croatia2004,2004,247600,41574530816,9829,1,0.4
Croatia,male,75+ years,Croatia2005,2005,91654,45416358502,10722,78,85.1
Croatia,male,55-74 years,Croatia2005,2005,436810,45416358502,10722,247,56.55
Croatia,male,35-54 years,Croatia2005,2005,643382,45416358502,10722,227,35.28
Croatia,female,75+ years,Croatia2005,2005,190621,45416358502,10722,45,23.61
Croatia,male,25-34 years,Croatia2005,2005,306107,45416358502,10722,58,18.95
Croatia,female,55-74 years,Croatia2005,2005,534353,45416358502,10722,76,14.22
Croatia,male,15-24 years,Croatia2005,2005,297901,45416358502,10722,39,13.09
Croatia,female,35-54 years,Croatia2005,2005,647419,45416358502,10722,68,10.5
Croatia,female,25-34 years,Croatia2005,2005,299476,45416358502,10722,25,8.35
Croatia,female,15-24 years,Croatia2005,2005,286454,45416358502,10722,9,3.14
Croatia,male,5-14 years,Croatia2005,2005,256833,45416358502,10722,2,0.78
Croatia,female,5-14 years,Croatia2005,2005,244865,45416358502,10722,0,0
Croatia,male,75+ years,Croatia2006,2006,96962,50453577898,11914,79,81.48
Croatia,male,55-74 years,Croatia2006,2006,440525,50453577898,11914,178,40.41
Croatia,male,35-54 years,Croatia2006,2006,639665,50453577898,11914,207,32.36
Croatia,female,75+ years,Croatia2006,2006,197868,50453577898,11914,48,24.26
Croatia,male,25-34 years,Croatia2006,2006,310163,50453577898,11914,58,18.7
Croatia,female,55-74 years,Croatia2006,2006,534005,50453577898,11914,90,16.85
Croatia,male,15-24 years,Croatia2006,2006,293976,50453577898,11914,49,16.67
Croatia,female,35-54 years,Croatia2006,2006,644066,50453577898,11914,67,10.4
Croatia,female,15-24 years,Croatia2006,2006,282298,50453577898,11914,11,3.9
Croatia,female,25-34 years,Croatia2006,2006,302776,50453577898,11914,6,1.98
Croatia,male,5-14 years,Croatia2006,2006,252215,50453577898,11914,2,0.79
Croatia,female,5-14 years,Croatia2006,2006,240427,50453577898,11914,1,0.42
Croatia,male,75+ years,Croatia2007,2007,101664,60093222709,14204,85,83.61
Croatia,male,55-74 years,Croatia2007,2007,443939,60093222709,14204,206,46.4
Croatia,male,35-54 years,Croatia2007,2007,637678,60093222709,14204,198,31.05
Croatia,female,75+ years,Croatia2007,2007,204595,60093222709,14204,45,21.99
Croatia,male,25-34 years,Croatia2007,2007,312108,60093222709,14204,52,16.66
Croatia,female,55-74 years,Croatia2007,2007,533554,60093222709,14204,84,15.74
Croatia,male,15-24 years,Croatia2007,2007,289325,60093222709,14204,34,11.75
Croatia,female,35-54 years,Croatia2007,2007,642644,60093222709,14204,45,7
Croatia,female,15-24 years,Croatia2007,2007,277133,60093222709,14204,11,3.97
Croatia,female,25-34 years,Croatia2007,2007,303954,60093222709,14204,11,3.62
Croatia,female,5-14 years,Croatia2007,2007,236481,60093222709,14204,2,0.85
Croatia,male,5-14 years,Croatia2007,2007,247780,60093222709,14204,2,0.81
Croatia,male,75+ years,Croatia2008,2008,105525,70481451449,16680,115,108.98
Croatia,male,55-74 years,Croatia2008,2008,450580,70481451449,16680,200,44.39
Croatia,male,35-54 years,Croatia2008,2008,632952,70481451449,16680,202,31.91
Croatia,female,75+ years,Croatia2008,2008,210591,70481451449,16680,48,22.79
Croatia,male,25-34 years,Croatia2008,2008,314031,70481451449,16680,49,15.6
Croatia,male,15-24 years,Croatia2008,2008,284857,70481451449,16680,40,14.04
Croatia,female,55-74 years,Croatia2008,2008,536698,70481451449,16680,72,13.42
Croatia,female,35-54 years,Croatia2008,2008,638100,70481451449,16680,47,7.37
Croatia,female,25-34 years,Croatia2008,2008,305383,70481451449,16680,9,2.95
Croatia,female,15-24 years,Croatia2008,2008,272369,70481451449,16680,7,2.57
Croatia,male,5-14 years,Croatia2008,2008,242691,70481451449,16680,3,1.24
Croatia,female,5-14 years,Croatia2008,2008,231806,70481451449,16680,1,0.43
Croatia,male,75+ years,Croatia2009,2009,110100,62703143057,14872,107,97.18
Croatia,male,55-74 years,Croatia2009,2009,455148,62703143057,14872,199,43.72
Croatia,male,35-54 years,Croatia2009,2009,628629,62703143057,14872,220,35
Croatia,female,75+ years,Croatia2009,2009,216621,62703143057,14872,53,24.47
Croatia,male,15-24 years,Croatia2009,2009,278610,62703143057,14872,45,16.15
Croatia,male,25-34 years,Croatia2009,2009,316164,62703143057,14872,44,13.92
Croatia,female,55-74 years,Croatia2009,2009,537865,62703143057,14872,63,11.71
Croatia,female,35-54 years,Croatia2009,2009,634366,62703143057,14872,45,7.09
Croatia,female,25-34 years,Croatia2009,2009,306319,62703143057,14872,7,2.29
Croatia,female,15-24 years,Croatia2009,2009,267054,62703143057,14872,4,1.5
Croatia,male,5-14 years,Croatia2009,2009,238176,62703143057,14872,3,1.26
Croatia,female,5-14 years,Croatia2009,2009,226998,62703143057,14872,0,0
Croatia,male,75+ years,Croatia2010,2010,114205,59829574391,14232,99,86.69
Croatia,male,55-74 years,Croatia2010,2010,461893,59829574391,14232,215,46.55
Croatia,male,35-54 years,Croatia2010,2010,621977,59829574391,14232,186,29.9
Croatia,female,75+ years,Croatia2010,2010,221668,59829574391,14232,46,20.75
Croatia,male,15-24 years,Croatia2010,2010,272848,59829574391,14232,40,14.66
Croatia,male,25-34 years,Croatia2010,2010,316471,59829574391,14232,44,13.9
Croatia,female,55-74 years,Croatia2010,2010,541827,59829574391,14232,75,13.84
Croatia,female,35-54 years,Croatia2010,2010,627682,59829574391,14232,50,7.97
Croatia,female,15-24 years,Croatia2010,2010,261670,59829574391,14232,13,4.97
Croatia,female,25-34 years,Croatia2010,2010,306249,59829574391,14232,7,2.29
Croatia,female,5-14 years,Croatia2010,2010,222940,59829574391,14232,1,0.45
Croatia,male,5-14 years,Croatia2010,2010,234533,59829574391,14232,0,0
Croatia,male,75+ years,Croatia2011,2011,118029,62375044443,14890,95,80.49
Croatia,male,55-74 years,Croatia2011,2011,467142,62375044443,14890,188,40.24
Croatia,male,35-54 years,Croatia2011,2011,616577,62375044443,14890,148,24
Croatia,male,25-34 years,Croatia2011,2011,314331,62375044443,14890,63,20.04
Croatia,female,75+ years,Croatia2011,2011,225925,62375044443,14890,43,19.03
Croatia,female,55-74 years,Croatia2011,2011,545430,62375044443,14890,68,12.47
Croatia,male,15-24 years,Croatia2011,2011,269755,62375044443,14890,24,8.9
Croatia,female,35-54 years,Croatia2011,2011,621895,62375044443,14890,52,8.36
Croatia,female,25-34 years,Croatia2011,2011,304202,62375044443,14890,11,3.62
Croatia,female,15-24 years,Croatia2011,2011,258495,62375044443,14890,8,3.09
Croatia,male,5-14 years,Croatia2011,2011,229413,62375044443,14890,2,0.87
Croatia,female,5-14 years,Croatia2011,2011,217835,62375044443,14890,0,0
Croatia,male,75+ years,Croatia2012,2012,122607,56565475275,13952,99,80.75
Croatia,male,55-74 years,Croatia2012,2012,465550,56565475275,13952,207,44.46
Croatia,male,35-54 years,Croatia2012,2012,591018,56565475275,13952,201,34.01
Croatia,female,75+ years,Croatia2012,2012,232222,56565475275,13952,46,19.81
Croatia,male,25-34 years,Croatia2012,2012,294314,56565475275,13952,51,17.33
Croatia,male,15-24 years,Croatia2012,2012,256849,56565475275,13952,35,13.63
Croatia,female,55-74 years,Croatia2012,2012,541956,56565475275,13952,73,13.47
Croatia,female,35-54 years,Croatia2012,2012,594104,56565475275,13952,42,7.07
Croatia,female,25-34 years,Croatia2012,2012,283419,56565475275,13952,13,4.59
Croatia,female,15-24 years,Croatia2012,2012,245431,56565475275,13952,5,2.04
Croatia,male,5-14 years,Croatia2012,2012,219008,56565475275,13952,3,1.37
Croatia,female,5-14 years,Croatia2012,2012,207818,56565475275,13952,1,0.48
Croatia,male,75+ years,Croatia2013,2013,126153,58085856019,14362,85,67.38
Croatia,male,55-74 years,Croatia2013,2013,469173,58085856019,14362,174,37.09
Croatia,male,35-54 years,Croatia2013,2013,587482,58085856019,14362,186,31.66
Croatia,male,25-34 years,Croatia2013,2013,291832,58085856019,14362,59,20.22
Croatia,male,15-24 years,Croatia2013,2013,254643,58085856019,14362,41,16.1
Croatia,female,75+ years,Croatia2013,2013,237107,58085856019,14362,35,14.76
Croatia,female,55-74 years,Croatia2013,2013,544041,58085856019,14362,48,8.82
Croatia,female,35-54 years,Croatia2013,2013,589432,58085856019,14362,48,8.14
Croatia,female,25-34 years,Croatia2013,2013,281138,58085856019,14362,9,3.2
Croatia,female,15-24 years,Croatia2013,2013,243263,58085856019,14362,6,2.47
Croatia,male,5-14 years,Croatia2013,2013,215702,58085856019,14362,1,0.46
Croatia,female,5-14 years,Croatia2013,2013,204491,58085856019,14362,0,0
Croatia,male,75+ years,Croatia2014,2014,129205,57629518806,14299,97,75.07
Croatia,male,55-74 years,Croatia2014,2014,473836,57629518806,14299,193,40.73
Croatia,male,35-54 years,Croatia2014,2014,582938,57629518806,14299,167,28.65
Croatia,female,75+ years,Croatia2014,2014,240853,57629518806,14299,42,17.44
Croatia,male,15-24 years,Croatia2014,2014,251460,57629518806,14299,37,14.71
Croatia,male,25-34 years,Croatia2014,2014,287190,57629518806,14299,42,14.62
Croatia,female,55-74 years,Croatia2014,2014,547211,57629518806,14299,71,12.97
Croatia,female,35-54 years,Croatia2014,2014,583896,57629518806,14299,49,8.39
Croatia,female,15-24 years,Croatia2014,2014,240071,57629518806,14299,12,5
Croatia,female,25-34 years,Croatia2014,2014,277195,57629518806,14299,11,3.97
Croatia,female,5-14 years,Croatia2014,2014,202723,57629518806,14299,1,0.49
Croatia,male,5-14 years,Croatia2014,2014,213874,57629518806,14299,0,0
Croatia,male,75+ years,Croatia2015,2015,131896,49425513611,12351,104,78.85
Croatia,male,55-74 years,Croatia2015,2015,476580,49425513611,12351,207,43.43
Croatia,male,35-54 years,Croatia2015,2015,575410,49425513611,12351,155,26.94
Croatia,female,75+ years,Croatia2015,2015,243369,49425513611,12351,56,23.01
Croatia,male,25-34 years,Croatia2015,2015,280212,49425513611,12351,41,14.63
Croatia,male,15-24 years,Croatia2015,2015,247562,49425513611,12351,34,13.73
Croatia,female,55-74 years,Croatia2015,2015,548940,49425513611,12351,75,13.66
Croatia,female,35-54 years,Croatia2015,2015,576262,49425513611,12351,51,8.85
Croatia,female,25-34 years,Croatia2015,2015,271005,49425513611,12351,7,2.58
Croatia,female,15-24 years,Croatia2015,2015,236301,49425513611,12351,6,2.54
Croatia,female,5-14 years,Croatia2015,2015,201507,49425513611,12351,2,0.99
Croatia,male,5-14 years,Croatia2015,2015,212625,49425513611,12351,1,0.47
Croatia,male,75+ years,Croatia2016,2016,134519,51338524831,12905,104,77.31
Croatia,male,55-74 years,Croatia2016,2016,480263,51338524831,12905,187,38.94
Croatia,male,35-54 years,Croatia2016,2016,571003,51338524831,12905,146,25.57
Croatia,male,25-34 years,Croatia2016,2016,274466,51338524831,12905,48,17.49
Croatia,female,75+ years,Croatia2016,2016,246002,51338524831,12905,40,16.26
Croatia,female,55-74 years,Croatia2016,2016,551758,51338524831,12905,69,12.51
Croatia,male,15-24 years,Croatia2016,2016,242287,51338524831,12905,30,12.38
Croatia,female,35-54 years,Croatia2016,2016,570380,51338524831,12905,47,8.24
Croatia,female,15-24 years,Croatia2016,2016,231038,51338524831,12905,6,2.6
Croatia,female,25-34 years,Croatia2016,2016,265327,51338524831,12905,6,2.26
Cuba,male,75+ years,Cuba1992,1992,188700,22085858243,2227,227,120.3
Cuba,male,55-74 years,Cuba1992,1992,652400,22085858243,2227,347,53.19
Cuba,female,75+ years,Cuba1992,1992,202100,22085858243,2227,70,34.64
Cuba,female,55-74 years,Cuba1992,1992,669000,22085858243,2227,210,31.39
Cuba,male,35-54 years,Cuba1992,1992,1246800,22085858243,2227,376,30.16
Cuba,female,15-24 years,Cuba1992,1992,1040500,22085858243,2227,231,22.2
Cuba,male,25-34 years,Cuba1992,1992,995700,22085858243,2227,214,21.49
Cuba,female,35-54 years,Cuba1992,1992,1278000,22085858243,2227,256,20.03
Cuba,female,25-34 years,Cuba1992,1992,989700,22085858243,2227,183,18.49
Cuba,male,15-24 years,Cuba1992,1992,1085500,22085858243,2227,164,15.11
Cuba,female,5-14 years,Cuba1992,1992,765100,22085858243,2227,16,2.09
Cuba,male,5-14 years,Cuba1992,1992,802100,22085858243,2227,5,0.62
Cuba,male,75+ years,Cuba1993,1993,192900,22367254865,2236,257,133.23
Cuba,male,55-74 years,Cuba1993,1993,666000,22367254865,2236,382,57.36
Cuba,female,75+ years,Cuba1993,1993,208800,22367254865,2236,84,40.23
Cuba,female,55-74 years,Cuba1993,1993,685000,22367254865,2236,262,38.25
Cuba,male,35-54 years,Cuba1993,1993,1255300,22367254865,2236,371,29.55
Cuba,male,25-34 years,Cuba1993,1993,1042700,22367254865,2236,245,23.5
Cuba,female,35-54 years,Cuba1993,1993,1289600,22367254865,2236,254,19.7
Cuba,female,15-24 years,Cuba1993,1993,997100,22367254865,2236,178,17.85
Cuba,female,25-34 years,Cuba1993,1993,1030700,22367254865,2236,179,17.37
Cuba,male,15-24 years,Cuba1993,1993,1039900,22367254865,2236,152,14.62
Cuba,female,5-14 years,Cuba1993,1993,779200,22367254865,2236,7,0.9
Cuba,male,5-14 years,Cuba1993,1993,817000,22367254865,2236,3,0.37
Cuba,male,75+ years,Cuba1994,1994,196500,28448326757,2820,246,125.19
Cuba,male,55-74 years,Cuba1994,1994,681200,28448326757,2820,401,58.87
Cuba,female,55-74 years,Cuba1994,1994,702600,28448326757,2820,229,32.59
Cuba,male,35-54 years,Cuba1994,1994,1269100,28448326757,2820,399,31.44
Cuba,female,75+ years,Cuba1994,1994,214900,28448326757,2820,61,28.39
Cuba,male,25-34 years,Cuba1994,1994,1083200,28448326757,2820,252,23.26
Cuba,female,35-54 years,Cuba1994,1994,1305600,28448326757,2820,235,18
Cuba,female,15-24 years,Cuba1994,1994,951400,28448326757,2820,152,15.98
Cuba,female,25-34 years,Cuba1994,1994,1065200,28448326757,2820,156,14.65
Cuba,male,15-24 years,Cuba1994,1994,991900,28448326757,2820,142,14.32
Cuba,female,5-14 years,Cuba1994,1994,794500,28448326757,2820,4,0.5
Cuba,male,5-14 years,Cuba1994,1994,833200,28448326757,2820,1,0.12
Cuba,male,75+ years,Cuba1995,1995,199400,30429803651,2993,248,124.37
Cuba,male,55-74 years,Cuba1995,1995,697500,30429803651,2993,372,53.33
Cuba,female,75+ years,Cuba1995,1995,219900,30429803651,2993,68,30.92
Cuba,male,35-54 years,Cuba1995,1995,1291700,30429803651,2993,374,28.95
Cuba,male,25-34 years,Cuba1995,1995,1113600,30429803651,2993,276,24.78
Cuba,female,55-74 years,Cuba1995,1995,722000,30429803651,2993,171,23.68
Cuba,female,35-54 years,Cuba1995,1995,1330000,30429803651,2993,241,18.12
Cuba,female,15-24 years,Cuba1995,1995,906300,30429803651,2993,162,17.87
Cuba,female,25-34 years,Cuba1995,1995,1090200,30429803651,2993,161,14.77
Cuba,male,15-24 years,Cuba1995,1995,944700,30429803651,2993,138,14.61
Cuba,female,5-14 years,Cuba1995,1995,806800,30429803651,2993,10,1.24
Cuba,male,5-14 years,Cuba1995,1995,846300,30429803651,2993,1,0.12
Cuba,male,75+ years,Cuba1996,1996,201400,25017300000,2443,228,113.21
Cuba,male,55-74 years,Cuba1996,1996,715100,25017300000,2443,344,48.11
Cuba,male,35-54 years,Cuba1996,1996,1324700,25017300000,2443,403,30.42
Cuba,female,75+ years,Cuba1996,1996,223800,25017300000,2443,61,27.26
Cuba,male,25-34 years,Cuba1996,1996,1133100,25017300000,2443,249,21.98
Cuba,female,55-74 years,Cuba1996,1996,743000,25017300000,2443,157,21.13
Cuba,female,35-54 years,Cuba1996,1996,1364200,25017300000,2443,201,14.73
Cuba,male,15-24 years,Cuba1996,1996,899000,25017300000,2443,128,14.24
Cuba,female,15-24 years,Cuba1996,1996,862100,25017300000,2443,113,13.11
Cuba,female,25-34 years,Cuba1996,1996,1105100,25017300000,2443,121,10.95
Cuba,female,5-14 years,Cuba1996,1996,815000,25017300000,2443,7,0.86
Cuba,male,5-14 years,Cuba1996,1996,855100,25017300000,2443,2,0.23
Cuba,male,75+ years,Cuba1997,1997,203095,25366200000,2472,240,118.17
Cuba,male,55-74 years,Cuba1997,1997,719479,25366200000,2472,353,49.06
Cuba,male,35-54 years,Cuba1997,1997,1376101,25366200000,2472,446,32.41
Cuba,female,75+ years,Cuba1997,1997,252298,25366200000,2472,65,25.76
Cuba,male,25-34 years,Cuba1997,1997,1140753,25366200000,2472,246,21.56
Cuba,female,55-74 years,Cuba1997,1997,754121,25366200000,2472,162,21.48
Cuba,female,35-54 years,Cuba1997,1997,1349406,25366200000,2472,216,16.01
Cuba,male,15-24 years,Cuba1997,1997,842786,25366200000,2472,111,13.17
Cuba,female,25-34 years,Cuba1997,1997,1109991,25366200000,2472,107,9.64
Cuba,female,15-24 years,Cuba1997,1997,814728,25366200000,2472,72,8.84
Cuba,female,5-14 years,Cuba1997,1997,829500,25366200000,2472,6,0.72
Cuba,male,5-14 years,Cuba1997,1997,868234,25366200000,2472,5,0.58
Cuba,male,75+ years,Cuba1998,1998,204881,25736331247,2497,253,123.49
Cuba,male,55-74 years,Cuba1998,1998,735235,25736331247,2497,395,53.72
Cuba,male,35-54 years,Cuba1998,1998,1427872,25736331247,2497,413,28.92
Cuba,female,75+ years,Cuba1998,1998,256481,25736331247,2497,72,28.07
Cuba,female,55-74 years,Cuba1998,1998,769230,25736331247,2497,172,22.36
Cuba,male,25-34 years,Cuba1998,1998,1130866,25736331247,2497,232,20.52
Cuba,female,35-54 years,Cuba1998,1998,1403788,25736331247,2497,215,15.32
Cuba,male,15-24 years,Cuba1998,1998,800764,25736331247,2497,104,12.99
Cuba,female,15-24 years,Cuba1998,1998,776306,25736331247,2497,86,11.08
Cuba,female,25-34 years,Cuba1998,1998,1101108,25736331247,2497,108,9.81
Cuba,male,5-14 years,Cuba1998,1998,870438,25736331247,2497,4,0.46
Cuba,female,5-14 years,Cuba1998,1998,831009,25736331247,2497,2,0.24
Cuba,male,75+ years,Cuba1999,1999,206274,28364615242,2741,226,109.56
Cuba,male,55-74 years,Cuba1999,1999,751707,28364615242,2741,365,48.56
Cuba,male,35-54 years,Cuba1999,1999,1481391,28364615242,2741,495,33.41
Cuba,male,25-34 years,Cuba1999,1999,1112441,28364615242,2741,267,24
Cuba,female,55-74 years,Cuba1999,1999,784857,28364615242,2741,182,23.19
Cuba,female,75+ years,Cuba1999,1999,260459,28364615242,2741,59,22.65
Cuba,male,15-24 years,Cuba1999,1999,769092,28364615242,2741,109,14.17
Cuba,female,35-54 years,Cuba1999,1999,1459750,28364615242,2741,182,12.47
Cuba,female,15-24 years,Cuba1999,1999,747370,28364615242,2741,64,8.56
Cuba,female,25-34 years,Cuba1999,1999,1083689,28364615242,2741,92,8.49
Cuba,female,5-14 years,Cuba1999,1999,826609,28364615242,2741,5,0.6
Cuba,male,5-14 years,Cuba1999,1999,866400,28364615242,2741,4,0.46
Cuba,male,75+ years,Cuba2000,2000,207568,30565400000,2940,204,98.28
Cuba,male,55-74 years,Cuba2000,2000,769143,30565400000,2940,318,41.34
Cuba,male,35-54 years,Cuba2000,2000,1534285,30565400000,2940,432,28.16
Cuba,male,25-34 years,Cuba2000,2000,1087049,30565400000,2940,248,22.81
Cuba,female,75+ years,Cuba2000,2000,264516,30565400000,2940,55,20.79
Cuba,female,55-74 years,Cuba2000,2000,801109,30565400000,2940,147,18.35
Cuba,male,15-24 years,Cuba2000,2000,751198,30565400000,2940,104,13.84
Cuba,female,35-54 years,Cuba2000,2000,1514492,30565400000,2940,175,11.56
Cuba,female,25-34 years,Cuba2000,2000,1059128,30565400000,2940,104,9.82
Cuba,female,15-24 years,Cuba2000,2000,730939,30565400000,2940,51,6.98
Cuba,male,5-14 years,Cuba2000,2000,859008,30565400000,2940,4,0.47
Cuba,female,5-14 years,Cuba2000,2000,818774,30565400000,2940,3,0.37
Cuba,male,75+ years,Cuba2001,2001,211923,31682400000,3037,192,90.6
Cuba,male,55-74 years,Cuba2001,2001,783077,31682400000,3037,333,42.52
Cuba,male,35-54 years,Cuba2001,2001,1583873,31682400000,3037,385,24.31
Cuba,male,25-34 years,Cuba2001,2001,1054015,31682400000,3037,212,20.11
Cuba,female,55-74 years,Cuba2001,2001,814327,31682400000,3037,133,16.33
Cuba,female,75+ years,Cuba2001,2001,270115,31682400000,3037,44,16.29
Cuba,male,15-24 years,Cuba2001,2001,746107,31682400000,3037,76,10.19
Cuba,female,35-54 years,Cuba2001,2001,1566463,31682400000,3037,147,9.38
Cuba,female,25-34 years,Cuba2001,2001,1027578,31682400000,3037,74,7.2
Cuba,female,15-24 years,Cuba2001,2001,725348,31682400000,3037,48,6.62
Cuba,male,5-14 years,Cuba2001,2001,846361,31682400000,3037,5,0.59
Cuba,female,5-14 years,Cuba2001,2001,804241,31682400000,3037,3,0.37
Cuba,male,75+ years,Cuba2002,2002,216029,33590500000,3205,198,91.65
Cuba,male,55-74 years,Cuba2002,2002,798053,33590500000,3205,291,36.46
Cuba,male,35-54 years,Cuba2002,2002,1633177,33590500000,3205,400,24.49
Cuba,female,75+ years,Cuba2002,2002,275561,33590500000,3205,63,22.86
Cuba,male,25-34 years,Cuba2002,2002,1015237,33590500000,3205,189,18.62
Cuba,female,55-74 years,Cuba2002,2002,828394,33590500000,3205,120,14.49
Cuba,female,35-54 years,Cuba2002,2002,1617731,33590500000,3205,160,9.89
Cuba,male,15-24 years,Cuba2002,2002,754841,33590500000,3205,68,9.01
Cuba,female,25-34 years,Cuba2002,2002,989884,33590500000,3205,84,8.49
Cuba,female,15-24 years,Cuba2002,2002,732476,33590500000,3205,29,3.96
Cuba,female,5-14 years,Cuba2002,2002,787170,33590500000,3205,3,0.38
Cuba,male,5-14 years,Cuba2002,2002,830862,33590500000,3205,1,0.12
Cuba,male,75+ years,Cuba2003,2003,219899,35901200000,3409,194,88.22
Cuba,male,55-74 years,Cuba2003,2003,814547,35901200000,3409,289,35.48
Cuba,male,35-54 years,Cuba2003,2003,1681089,35901200000,3409,404,24.03
Cuba,male,25-34 years,Cuba2003,2003,972263,35901200000,3409,174,17.9
Cuba,female,75+ years,Cuba2003,2003,280928,35901200000,3409,45,16.02
Cuba,female,55-74 years,Cuba2003,2003,843896,35901200000,3409,121,14.34
Cuba,female,35-54 years,Cuba2003,2003,1667152,35901200000,3409,132,7.92
Cuba,male,15-24 years,Cuba2003,2003,772368,35901200000,3409,61,7.9
Cuba,female,25-34 years,Cuba2003,2003,947698,35901200000,3409,43,4.54
Cuba,female,15-24 years,Cuba2003,2003,747567,35901200000,3409,31,4.15
Cuba,male,5-14 years,Cuba2003,2003,814251,35901200000,3409,4,0.49
Cuba,female,5-14 years,Cuba2003,2003,769416,35901200000,3409,1,0.13
Cuba,male,75+ years,Cuba2004,2004,223380,38203000000,3611,187,83.71
Cuba,male,55-74 years,Cuba2004,2004,833139,38203000000,3611,326,39.13
Cuba,male,35-54 years,Cuba2004,2004,1726038,38203000000,3611,416,24.1
Cuba,male,25-34 years,Cuba2004,2004,927154,38203000000,3611,149,16.07
Cuba,female,55-74 years,Cuba2004,2004,861682,38203000000,3611,127,14.74
